op_count, AVL_tree_split_0, AVL_tree_split_1, AVL_tree_split_2, AVL_tree_split_3, AVL_tree_split_4, Cartesian_tree_split_0, Cartesian_tree_split_1, Cartesian_tree_split_2, Cartesian_tree_split_3, Cartesian_tree_split_4, Red-Black_tree_split_0, Red-Black_tree_split_1, Red-Black_tree_split_2, Red-Black_tree_split_3, Red-Black_tree_split_4, Skip_list_split_0, Skip_list_split_1, Skip_list_split_2, Skip_list_split_3, Skip_list_split_4, Splay_tree_split_0, Splay_tree_split_1, Splay_tree_split_2, Splay_tree_split_3, Splay_tree_split_4, Stdlib_set_split_0, Stdlib_set_split_1, Stdlib_set_split_2, Stdlib_set_split_3, Stdlib_set_split_4
1, 0.003, 0.001, 0.001, 0.001, 0.001, 0.002, 0.001, 0.001, 0.001, 0.001, 0.002, 0.001, 0.001, 0.001, 0.001, 0.002, 0.001, 0.001, 0.001, 0.001, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001
2, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001
3, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.002, 0.002, 0.001, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001
5, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.003, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001
7, 0.004, 0.004, 0.004, 0.004, 0.004, 0.002, 0.002, 0.002, 0.002, 0.002, 0.004, 0.004, 0.004, 0.004, 0.004, 0.002, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001
11, 0.007, 0.007, 0.006, 0.006, 0.006, 0.003, 0.002, 0.003, 0.002, 0.002, 0.005, 0.005, 0.005, 0.006, 0.006, 0.003, 0.003, 0.003, 0.004, 0.004, 0.005, 0.005, 0.005, 0.005, 0.004, 0.002, 0.001, 0.002, 0.001, 0.001
17, 0.011, 0.011, 0.010, 0.010, 0.011, 0.003, 0.003, 0.003, 0.003, 0.003, 0.008, 0.008, 0.008, 0.009, 0.008, 0.005, 0.005, 0.006, 0.006, 0.006, 0.007, 0.007, 0.007, 0.006, 0.007, 0.002, 0.002, 0.002, 0.002, 0.002
25, 0.016, 0.015, 0.016, 0.016, 0.016, 0.005, 0.005, 0.005, 0.004, 0.004, 0.012, 0.012, 0.012, 0.012, 0.013, 0.008, 0.007, 0.008, 0.009, 0.007, 0.009, 0.010, 0.009, 0.010, 0.010, 0.003, 0.002, 0.002, 0.002, 0.002
38, 0.026, 0.025, 0.049, 0.026, 0.026, 0.007, 0.007, 0.007, 0.006, 0.007, 0.019, 0.019, 0.039, 0.020, 0.020, 0.014, 0.011, 0.011, 0.028, 0.012, 0.015, 0.015, 0.015, 0.013, 0.015, 0.003, 0.003, 0.003, 0.003, 0.003
58, 0.042, 0.044, 0.042, 0.043, 0.060, 0.011, 0.011, 0.011, 0.012, 0.010, 0.029, 0.029, 0.031, 0.029, 0.029, 0.020, 0.017, 0.017, 0.018, 0.016, 0.021, 0.023, 0.022, 0.023, 0.022, 0.004, 0.004, 0.003, 0.003, 0.003
87, 0.066, 0.066, 0.065, 0.066, 0.066, 0.014, 0.017, 0.017, 0.015, 0.013, 0.044, 0.044, 0.045, 0.044, 0.044, 0.027, 0.026, 0.027, 0.026, 0.024, 0.033, 0.035, 0.033, 0.032, 0.035, 0.006, 0.005, 0.004, 0.004, 0.005
131, 0.103, 0.102, 0.103, 0.102, 0.102, 0.025, 0.029, 0.030, 0.024, 0.025, 0.066, 0.067, 0.068, 0.067, 0.067, 0.036, 0.040, 0.033, 0.037, 0.040, 0.053, 0.052, 0.055, 0.053, 0.053, 0.008, 0.007, 0.006, 0.006, 0.006
196, 0.162, 0.166, 0.164, 0.161, 0.160, 0.045, 0.039, 0.039, 0.040, 0.039, 0.103, 0.100, 0.101, 0.105, 0.103, 0.053, 0.052, 0.057, 0.056, 0.057, 0.079, 0.075, 0.078, 0.075, 0.076, 0.010, 0.009, 0.009, 0.008, 0.008
